19,17,15,13,11,9,L,7,5,3,1,2,4,6,8,R,10,12,14,16,18,20
21,19,17,15,13,11,L,9,7,5,3,1,2,4,6,8,R,10,12,14,16,18,20
19,17,15,13,11,L,9,7,5,3,1,2,4,6,8,10,R,12,14,16,18,20
21,19,17,15,13,L,11,9,7,5,3,1,2,4,6,8,10,R,12,14,16,18,20
19,17,15,13,L,11,9,7,5,3,1,2,4,6,8,10,12,R,14,16,18,20
21,19,17,15,L,13,11,9,7,5,3,1,2,4,6,8,10,12,R,14,16,18,20
19,17,15,L,13,11,9,7,5,3,1,2,4,6,8,10,12,14,R,16,18,20
23,21,19,17,L,15,13,11,9,7,5,3,1,2,4,6,8,10,12,14,R,16,18,20,22
21,19,17,L,15,13,11,9,7,5,3,1,2,4,6,8,10,12,14,R,16,18,20,22
23,21,19,17,L,15,13,11,9,7,5,3,1,2,4,6,8,10,12,14,R,16,18,20,22
21,19,17,L,15,13,11,9,7,5,3,1,2,4,6,8,10,12,14,R,16,18,20,22
